"file","survey_area","state","issue_date","caption"
"KY-2010-09-03-20.tif","Lewis County","KY","2004","Typical pattern of soils and parent material in the Skidmore-Shelocta-Haymond general soil map unit."
"KY-2010-09-03-21.tif","Lewis County","KY","2004","Typical pattern of soils and parent material in the Covedale-Trappist general soil map unit (Soil Survey of Lewis County, Kentucky; 2004)."
"KY-2010-09-03-22.tif","Lewis County","KY","2004","Typical pattern of soils and parent material in the Blairton-Berks-Brownsville general soil map unit (Soil Survey of Lewis County, Kentucky; 2004)."
"KY-2010-09-03-23.tif","Lewis County","KY","2004","Typical pattern of soils and parent material in the Berks-Brownsville-Blairton general soil map unit (Soil Survey of Lewis County, Kentucky; 2004)."
"KY-2010-09-03-24.tif","Lewis County","KY","2004","Typical pattern of soils and parent material in the Berks-Brownsville-Shelocta general soil map unit (Soil Survey of Lewis County, Kentucky; 2004)."
"KY-2010-09-03-25.tif","Cumberland County","KY","1998","Relationship of the soils in Garmon-Newbern-Carpenter general soil map unit and the underlying material (Soil Survey of Cumberland County, Kentucky; 1998)."
"KY-2010-09-03-26.tif","Cumberland County","KY","1998","Typical pattern of the soils and the underlying material in the Dewey-Lonewood-Caneyville general soil map unit (Soil Survey of Cumberland County, Kentucky; 1998)."
"KY-2010-09-03-27.tif","Cumberland County","KY","1998","Typical pattern of the soils in the Huntington-Elk-Nelse-Grigsby and Holston-Monongahela-Waynesboro general soil map units and the underlying material (Soil Survey of Cumberland County, Kentucky; 1998)."
"KY-2010-09-03-28.tif","Estill and Lee Counties","KY","2007","Typical pattern of soils and their relationship to geology and topography in the Shrouts-Woolper-Allegheny general soil map unit in Estill County (Soil Survey of Estill and Lee Counties, Kentucky; 2007)."
"KY-2010-09-03-29.tif","Estill and Lee Counties","KY","2007","Typical pattern of soils and their relationship to geology and topography in the Jessietown-Rohan-Allegheny-Muse general soil map unit in Estill County (Soil Survey of Estill and Lee Counties, Kentucky; 2007)."
"KY-2010-09-03-30.tif","Estill and Lee Counties","KY","2007","Typical pattern of soils and their relationship to geology and topography in the Grigsby-Nolin-Elk-Morehead general soil map unit in Estill County (Soil Survey of Estill and Lee Counties, Kentucky; 2007)."
"KY-2010-09-03-31.tif","Estill and Lee Counties","KY","2007","Typical pattern of soils and their relationship to geology and topography in the Jessietown-Muse-Rohan general soil map unit in Estill County (Soil Survey of Estill and Lee Counties, Kentucky; 2007)."
"KY-2010-09-03-32.tif","Estill and Lee Counties","KY","2007","Typical pattern of soils and their relationship to geology and topography in the Carpenter-Bledsoe-Berks general soil map unit in Estill County (Soil Survey of Estill and Lee Counties, Kentucky; 2007)."
"KY-2010-09-03-33.tif","Estill and Lee Counties","KY","2007","Typical pattern of soils and their relationship to geology and topography in the Shelocta-Bledsoe-Gilpin general soil map unit in Estill County (Soil Survey of Estill and Lee Counties, Kentucky; 2007)."
"KY-2010-09-03-34.tif","Estill and Lee Counties","KY","2007","Typical pattern of soils and their relationship to geology and topography in the Helechawa-Alticrest-Gilpin-Rock outcrop general soil map unit in Lee County (Soil Survey of Estill and Lee Counties, Kentucky; 2007)."
"KY-2010-09-03-35.tif","Estill and Lee Counties","KY","2007","Typical pattern of soils and their relationship to geology and topography in the Shelocta-Gilpin-Latham general soil map unit in Lee County (Soil Survey of Estill and Lee Counties, Kentucky; 2007)."
"KY-2010-09-03-36.tif","Estill and Lee Counties","KY","2007","Typical pattern of soils and their relationship to geology and topography in the Shelocta-Gilpin general soil map unit in Lee County (Soil Survey of Estill and Lee Counties, Kentucky; 2007)."
"KY-2010-09-03-39.tif","Magoffin and Morgan Counties","KY","2002","Typical pattern of soils and their relationship to geology and topography in the Shelocta-Helechawa-Gilpin-Hazleton general soil map unit in Morgan County (Soil Survey of Magoffin and Morgan Counties, Kentucky; 2002)."
"KY-2010-09-03-40.tif","Magoffin and Morgan Counties","KY","2002","Typical pattern of soils and their relationship to geology and topography in the Shelocta-Pope-Helechawa-Gilpin general soil map unit in Magoffin County (Soil Survey of Magoffin and Morgan Counties, Kentucky; 2002)."
"KY-2010-09-03-41.tif","Magoffin and Morgan Counties","KY","2002","Typical pattern of soils and their relationship to geology and topography in the Kimper-Shelocta-Fedscreek-Gilpin general soil map unit in Magoffin County (Soil Survey of Magoffin and Morgan Counties, Kentucky; 2002)."
"KY-2010-09-03-42.tif","Magoffin and Morgan Counties","KY","2002","Typical pattern of soils and their relationship to geology and topography in the Shelocta-Gilpin-Latham-Marrowbone general soil map unit in Morgan County (Soil Survey of Magoffin and Morgan Counties, Kentucky; 2002)."
"KY-2010-09-03-43.tif","Magoffin and Morgan Counties","KY","2002","Typical pattern of soils and their relationship to geology and topography in the Gilpin-Shelocta-Latham general soil map unit in Morgan County (Soil Survey of Magoffin and Morgan Counties, Kentucky; 2002)."
"KY-2010-09-03-44.tif","Magoffin and Morgan Counties","KY","2002","Typical pattern of soils and their relationship to geology and topography in the Rigley-Shelocta-Gilpin-Rock outcrop general soil map unit in Morgan County (Soil Survey of Magoffin and Morgan Counties, Kentucky; 2002)."
"KY-2010-09-03-45.tif","Magoffin and Morgan Counties","KY","2002","Typical pattern of soils and their relationship to geology and topography in the Rigley-Bledsoe-Alticrest-Berks general soil map unit in Morgan County (Soil Survey of Magoffin and Morgan Counties, Kentucky; 2002)."
"KY-2010-09-03-46.tif","Magoffin and Morgan Counties","KY","2002","Typical pattern of soils and their relationship to geology and topography in the Shelocta-Gilpin-Allegheny-Grigsby general soil map unit in Morgan County (Soil Survey of Magoffin and Morgan Counties, Kentucky; 2002)."
"KY-2010-09-10-01.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Gilpin-Clarkrange-Rosine association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-02.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Newark-Nolin-Melvin association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-03.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Shelocta-Latham-Gilpin association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-04.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Allegheny-Sciotoville association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-05.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Caneyville-Lenberg-Zanesville association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-06.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Bethesda-Fairpoint association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-07.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Zanesville-Lawrence-Sadler association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-08.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Gilpin-Clarkrange-Rosine association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-09.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Clarkrange-Wellston association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-10.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Johnsburg-Clarkrange association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-11.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Wallen-Caneyville association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-10-12.tif","Butler and Edmonson Counties","KY","","Relationship of soils to topography and underlying material in the Baxter-Pembroke-Fredonia association (Soil Survey of Butler and Edmonson Counties, Kentucky)."
"KY-2010-09-27-01.tif","Floyd and Johnson Counties","KY","2000","Relationship of soils to topography and geology in the Fedscreek-Hazleton-Shelocta-Gilpin general soil map unit (Soil Survey of Floyd and Johnson Counties, Kentucky; 2000)."
"KY-2012-01-26-01.tif","Adair County","KY","April 1964","Diagram of the Westmoreland-Caneyville-Baxter association in Adair County (Soil Survey of Adair County, Kentucky; April 1964)."
"KY-2012-01-26-02.tif","Adair County","KY","April 1964","Diagram of the Baxter-Christian-Bewleyville association (Soil Survey of Adair County (Soil Survey of Adair County, Kentucky; April 1964)."
"KY-2012-01-26-03.tif","Adair County","KY","April 1964","Pattern of soils in the Frankstown-Bodine-Westmoreland association (Soil Survey of Adair County (Soil Survey of Adair County, Kentucky; April 1964)."
"KY-2012-01-26-04.tif","Adair County","KY","April 1964","Diagram of the Sango-Mountview-Lawrence association in the uplands (Soil Survey of Adair County (Soil Survey of Adair County, Kentucky; April 1964)."
"KY-2012-01-26-05.tif","Adair County","KY","April 1964","Diagram of the Staser-Taft-Landisburg association on flood plains, terraces, and foot slopes (Soil Survey of Adair County (Soil Survey of Adair County, Kentucky; April 1964)."
"KY-2012-01-26-06.tif","Adair County","KY","April 1964","Geological cross section of Adair County showing the relationship of the soils to the underlying rocks (Soil Survey of Adair County (Soil Survey of Adair County, Kentucky; April 1964)."
"KY-2012-01-26-07.tif","Allen County","KY","September 1989","Relationship of soils to topography and underlying material in the Christian-Mountview-Bedford general soil map unit (Soil Survey of Allen County, Kentucky; September 1989)."
"KY-2012-01-26-08.tif","Allen County","KY","September 1989","Relationship of soils to topography and underlying material in the Trimblel-Bedford-Mountview general soil map unit (Soil Survey of Allen County, Kentucky; September 1989)."
"KY-2012-01-26-09.tif","Anderson and Franklin Counties","KY","May 1985","Relationship of soils to topography and underlying material in the Eden unit (Soil Survey of Anderson and Franklin Counties, Kentucky; May 1985)."
"KY-2012-01-26-10.tif","Anderson and Franklin Counties","KY","May 1985","Relationship of soils to topography and underlying material in the Faywood-Lowell unit (Soil Survey of Anderson and Franklin Counties, Kentucky; May 1985)."
"KY-2012-01-26-11.tif","Anderson and Franklin Counties","KY","May 1985","Relationship of soils to topography and underlying material in the Fairmount-Rock outcrop-McAfee unit (Soil Survey of Anderson and Franklin Counties, Kentucky; May 1985)."
"KY-2012-01-26-12.tif","Anderson and Franklin Counties","KY","May 1985","Relationship of soils to topography and underlying material in the Elk-McAfee-Otwell unit (Soil Survey of Anderson and Franklin Counties, Kentucky; May 1985)."
"KY-2012-01-26-13.tif","Anderson and Franklin Counties","KY","May 1985","Relationship of soils to topography and underlying material in the Ashton-Huntington-Elk unit (Soil Survey of Anderson and Franklin Counties, Kentucky; May 1985)."
"KY-2012-01-26-14.tif","Anderson and Franklin Counties","KY","May 1985","Relationship of soils to topography and underlying material in the McAfee-Faywood-Fairmount unit (Soil Survey of Anderson and Franklin Counties, Kentucky; May 1985)."
"KY-2012-01-26-15.tif","Anderson and Franklin Counties","KY","May 1985","Relationship of soils to topography and underlying material in the Maury-McAfee unit (Soil Survey of Anderson and Franklin Counties, Kentucky; May 1985)."
"KY-2012-01-26-16.tif","Bath County","KY","September 1963","Typical landscape in the mountainous southeastern part of the county showing the topography and the relative position of the Muskingum soils in association 1 (Soil Survey of Bath County, Kentucky; September 1963)."
"KY-2012-01-26-17.tif","Bath County","KY","September 1963","Typical landscape in the knobby areas of the county showing the topography, the relationship of some of the principal soils, and the parent rocks (Soil Survey of Bath County, Kentucky; September 1963)."
"KY-2012-01-26-18.tif","Bath County","KY","September 1963","Typical landscape in the southern part of association 4 showing the topography, the relationship of some of the principal soils, and the parent rocks (Soil Survey of Bath County, Kentucky; September 1963)."
"KY-2012-01-26-19.tif","Bath County","KY","September 1963","Typical landscape in a river valley and the relative position of the principal soils (Soil Survey of Bath County, Kentucky; September 1963)."
"KY-2012-01-26-20.tif","Bath County","KY","September 1963","Typical landscape showing the topography and the relative position of the principal soils in association 6 and the parent rocks from which the soils formed (Soil Survey of Bath County, Kentucky; September 1963)."
"KY-2012-01-26-21.tif","Bath County","KY","September 1963","Typical landscape showing the topography and relative position of the principal soils in association 7 (Soil Survey of Bath County, Kentucky; September 1963)."
"KY-2012-01-26-22.tif","Bath County","KY","September 1963","Typical landscape showing the topography and relative position of the principal soils in association 8 (Soil Survey of Bath County, Kentucky; September 1963)."
"KY-2012-01-26-23.tif","Bath County","KY","September 1963","Typical landscape showing the relative position of the principal soils in a limestone valley in association 9 (Soil Survey of Bath County, Kentucky; September 1963)."
"KY-2012-01-26-24.tif","Bath County","KY","September 1963","Typical landscape in the Eden Hills area showing the topography and relative position of the soils in association 10 (Soil Survey of Bath County, Kentucky; September 1963)."
"KY-2012-01-26-25.tif","Bath County","KY","September 1963","Cross section of Bath County showing the major soils and their relationship to the rock formations and to relief (Soil Survey of Bath County, Kentucky; September 1963)."
"KY-2012-01-26-26.tif","Bell and Harlan Counties","KY","December 1992","Typical pattern of soils in the Kimper-Shelocta-Varilla general soil map unit, showing the relationship of the soils to parent material and topography (Soil Survey of Bell and Harlan Counties, Kentucky; December 1992)."
"KY-2012-01-26-27.tif","Bourbon and Nicholas Counties","KY","October 1982","Typical pattern of soils and parent material in the Maury-McAfee-Lowell map unit (Soil Survey of Bourbon and Nicholas Counties, Kentucky; October 1982)."
"KY-2012-01-26-28.tif","Bourbon and Nicholas Counties","KY","October 1982","Typical pattern of soils and parent material in the Lowell-Faywood-Cynthiana map unit (Soil Survey of Bourbon and Nicholas Counties, Kentucky; October 1982)."
"KY-2012-01-26-29.tif","Bourbon and Nicholas Counties","KY","October 1982","Typical pattern of soils and parent material in the Faywood-Eden-Lowell map unit (Soil Survey of Bourbon and Nicholas Counties, Kentucky; October 1982)."
"KY-2012-01-26-30.tif","Boyle and Mercer Counties","KY","April 1983","Typical pattern of soils and underlying material in the Lowell-Faywood-Eden map unit (Soil Survey of Boyle and Mercer Counties, Kentucky; April 1983)."
"KY-2012-01-26-31.tif","Boyle and Mercer Counties","KY","April 1983","Typical pattern of soils and underlying material in the Eden-Lowell map unit (Soil Survey of Boyle and Mercer Counties, Kentucky; April 1983)."
"KY-2012-01-26-32.tif","Boyle and Mercer Counties","KY","April 1983","Typical pattern of soils and underlying material in the Maury-Caleast map unit (Soil Survey of Boyle and Mercer Counties, Kentucky; April 1983)."
"KY-2012-01-26-33.tif","Boyle and Mercer Counties","KY","April 1983","Typical pattern of soils and underlying material in the McAfee-Caleast-Fairmount map unit (Soil Survey of Boyle and Mercer Counties, Kentucky; April 1983)."
"KY-2012-01-26-34.tif","Boyle and Mercer Counties","KY","April 1983","Typical pattern of soils and underlying material in the Caleast-McAfee-Maury map unit (Soil Survey of Boyle and Mercer Counties, Kentucky; April 1983)."
"KY-2012-01-26-35.tif","Boyle and Mercer Counties","KY","April 1983","Typical pattern of soils and underlying material in the Caleast-Maury map unit (Soil Survey of Boyle and Mercer Counties, Kentucky; April 1983)."
"KY-2012-01-26-36.tif","Boyle and Mercer Counties","KY","April 1983","Typical pattern of soils and underlying material in the Garmon-Carpenter-Vertrees map unit (Soil Survey of Boyle and Mercer Counties, Kentucky; April 1983)."
"KY-2012-01-26-37.tif","Boyle and Mercer Counties","KY","April 1983","Typical pattern of soils and underlying material in the Trappist-McAfee-Colyer map unit (Soil Survey of Boyle and Mercer Counties, Kentucky; April 1983)."
"KY-2012-01-26-38.tif","Breckinridge and Meade Counties","KY","2001","Typical relationship of soils to topography and the underlying material in the Elk-Huntington-Wheeling general soil map unit (Soil Survey of Breckinridge and Meade Counties, Kentucky; 2001)."
"KY-2012-01-26-39.tif","Breckinridge and Meade Counties","KY","2001","Typical relationship of soils to topography and the underlying material in the Sadler-Zanesville general soil map unit (Soil Survey of Breckinridge and Meade Counties, Kentucky; 2001)."
"KY-2012-01-26-40.tif","Breckinridge and Meade Counties","KY","2001","Typical relationship of soils to topography and the underlying material in the Rosine-Gilpin-Zanesville general soil map unit (Soil Survey of Breckinridge and Meade Counties, Kentucky; 2001)."
"KY-2012-01-26-41.tif","Breckinridge and Meade Counties","KY","2001","Typical relationship of soils to topography and the underlying material in the Crider-Fredonia general soil map unit (Soil Survey of Breckinridge and Meade Counties, Kentucky; 2001)."
"KY-2012-01-26-42.tif","Breckinridge and Meade Counties","KY","2001","Typical relationship of soils to topography and the underlying material in the Baxter-Hammack-Crider general soil map unit (Soil Survey of Breckinridge and Meade Counties, Kentucky; 2001)."
"KY-2012-01-27-01.tif","Bullitt and Spencer Counties","KY","September 1986","The relationship of soils to topography and underlying material in the Garmon-Crider general soil map unit (Soil Survey of Bullitt and Spencer Counties, Kentucky; September 1986)."
"KY-2012-01-27-02.tif","Bullitt and Spencer Counties","KY","September 1986","The relationship of soils to topography and underlying material in the Trappist-Lenberg-Carpenter general soil map unit (Soil Survey of Bullitt and Spencer Counties, Kentucky; September 1986)."
"KY-2012-01-27-03.tif","Bullitt and Spencer Counties","KY","September 1986","The relationship of soils to topography and underlying material in the Caneyville-Crider general soil map unit (Soil Survey of Bullitt and Spencer Counties, Kentucky; September 1986)."
"KY-2012-01-27-04.tif","Bullitt and Spencer Counties","KY","September 1986","The relationship of soils to topography and underlying material in the Beasley-Faywood general soil map unit (Soil Survey of Bullitt and Spencer Counties, Kentucky; September 1986)."
"KY-2012-01-27-05.tif","Bullitt and Spencer Counties","KY","September 1986","The relationship of soils to topography and underlying material in the Nolin-Elk-Newark general soil map unit (Soil Survey of Bullitt and Spencer Counties, Kentucky; September 1986)."
"KY-2012-01-27-06.tif","Bullitt and Spencer Counties","KY","September 1986","The relationship of soils to topography and underlying material in the Faywood-Lowell general soil map unit (Soil Survey of Bullitt and Spencer Counties, Kentucky; September 1986)."
"KY-2012-01-27-07.tif","Caldwell County","KY","September 1966","Typical pattern of soils and underlying materials in association 1 (Soil Survey of Caldwell County, Kentucky; September 1966)."
"KY-2012-01-27-08.tif","Caldwell County","KY","September 1966","Typical pattern of soils and underlying materials in association 2 (Soil Survey of Caldwell County, Kentucky; September 1966)."
"KY-2012-01-27-09.tif","Caldwell County","KY","September 1966","Typical pattern of soils and underlying materials in association 3 (Soil Survey of Caldwell County, Kentucky; September 1966)."
"KY-2012-01-27-10.tif","Caldwell County","KY","September 1966","Typical pattern of soils and underlying materials in association 4 (Soil Survey of Caldwell County, Kentucky; September 1966)."
"KY-2012-01-27-11.tif","Caldwell County","KY","September 1966","Typical pattern of soils and underlying materials in association 5 (Soil Survey of Caldwell County, Kentucky; September 1966)."
"KY-2012-01-27-12.tif","Caldwell County","KY","September 1966","Typical pattern of soils and underlying materials in association 6 (Soil Survey of Caldwell County, Kentucky; September 1966)."
"KY-2012-01-27-13.tif","Carlisle and Hickman Counties","KY","July 1997","Relationship of soils to topography and underlying material in the Openlake-Bardwell-Commerce-Robinsville general soil map unit in Carlisle County (Soil Survey of Carlisle and Hickman Counties, Kentucky; July 1997)."
"KY-2012-01-27-14.tif","Carlisle and Hickman Counties","KY","July 1997","Relationship of soils to topography and underlying material in the Loring-Memphis general soil map unit in Carlisle and Hickman Counties (Soil Survey of Carlisle and Hickman Counties, Kentucky; July 1997)."
"KY-2012-01-27-15.tif","Carlisle and Hickman Counties","KY","July 1997","Relationship of soils to topography and underlying material in the Loring-Adler general soil map unit in Carlisle and Hickman Counties (Soil Survey of Carlisle and Hickman Counties, Kentucky; July 1997)."
"KY-2012-01-27-16.tif","Carlisle and Hickman Counties","KY","July 1997","Relationship of soils to topography and underlying material in the Convent-Adler-Mhoon general soil map unit in Carlisle County (Soil Survey of Carlisle and Hickman Counties, Kentucky; July 1997)."
"KY-2012-01-27-17.tif","Carlisle and Hickman Counties","KY","July 1997","Relationship of soils to topography and underlying material in the Memphis-Loring-Molena general soil map unit in Carlisle County (Soil Survey of Carlisle and Hickman Counties, Kentucky; July 1997)."
"KY-2012-01-27-18.tif","Carlisle and Hickman Counties","KY","July 1997","Relationship of soils to topography and underlying material in the Openlake-Commerce-Bardwell general soil map unit in Carlisle County (Soil Survey of Carlisle and Hickman Counties, Kentucky; July 1997)."
"KY-2012-01-27-19.tif","Carlisle and Hickman Counties","KY","July 1997","Relationship of soils to topography and underlying material in the Convent-Adler-Mhoon general soil map unit in Hickman County (Soil Survey of Carlisle and Hickman Counties, Kentucky; July 1997)."
"KY-2012-01-27-20.tif","Carlisle and Hickman Counties","KY","July 1997","Relationship of soils to topography and underlying material in the Routon-Calloway-Convent-Loring general soil map unit in Hickman County (Soil Survey of Carlisle and Hickman Counties, Kentucky; July 1997)."
"KY-2012-01-27-21.tif","Carter County","KY","April 1983","Pattern of soils, topography, and underlying material in the Latham-Shelocta map unit (Soil Survey of Carter County, Kentucky; April 1983)."
"KY-2012-01-27-22.tif","Carter County","KY","April 1983","Pattern of soils, topography, and underlying material in the Pope-Shelocta-Whitley map unit (Soil Survey of Carter County, Kentucky; April 1983)."
"KY-2012-01-27-23.tif","Carter County","KY","April 1983","Pattern of soils, topography, and underlying material in the Caneyville-Bledsoe-Rock outcrop map unit (Soil Survey of Carter County, Kentucky; April 1983)."
"KY-2012-01-27-24.tif","Carter County","KY","April 1983","Pattern of soils, topography, and underlying material in the Berks-Cranston-Latham map unit (Soil Survey of Carter County, Kentucky; April 1983)."
"KY-2012-01-27-25.tif","Carter County","KY","April 1983","Pattern of soils, topography, and underlying material in the Rigley-Lily-Rock outcrop map unit (Soil Survey of Carter County, Kentucky; April 1983)."
"KY-2012-01-27-26.tif","Carter County","KY","April 1983","Pattern of soils, topography, and underlying material in the Vandalia-Upshur map unit (Soil Survey of Carter County, Kentucky; April 1983)."
"KY-2012-01-27-27.tif","Casey County","KY","August 1994","Typical pattern of soils and underlying materials in the Nolin-Melvin-Newark general soil map unit (Soil Survey of Casey County, Kentucky; August 1994)."
"KY-2012-01-27-28.tif","Casey County","KY","August 1994","Typical pattern of soils and underlying materials in the Faywood-Lowell-Fairmount general soil map unit (Soil Survey of Casey County, Kentucky; August 1994)."
"KY-2012-01-27-29.tif","Casey County","KY","August 1994","Typical pattern of soils and underlying materials in the Colyer-Faywood-Nolin general soil map unit (Soil Survey of Casey County, Kentucky; August 1994)."
"KY-2012-01-27-30.tif","Casey County","KY","August 1994","Typical pattern of soils and underlying materials in the Pricetown-Teddy-Frankstown general soil map unit (Soil Survey of Casey County, Kentucky; August 1994)."
"KY-2012-01-27-31.tif","Casey County","KY","August 1994","Typical pattern of soils and underlying materials in the Lenberg-Garmon-Carpenter general soil map unit (Soil Survey of Casey County, Kentucky; August 1994)."
"KY-2012-01-27-32.tif","Casey County","KY","August 1994","Typical pattern of soils and underlying materials in the Garmon-Frankstown general soil map unit (Soil Survey of Casey County, Kentucky; August 1994)."
"KY-2012-01-27-33.tif","Casey County","KY","August 1994","Typical pattern of soils and underlying materials in the Frederick-Caneyville-Frankstown general soil map unit (Soil Survey of Casey County, Kentucky; August 1994)."
"KY-2012-01-27-34.tif","Clark County","KY","1964","Major soil series in soil association 1, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-35.tif","Clark County","KY","1964","Major soil series in soil association 2, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-36.tif","Clark County","KY","1964","Major soil series in soil association 3, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-37.tif","Clark County","KY","1964","Major soil series in soil association 4, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-38.tif","Clark County","KY","1964","Major soil series in soil association 5, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-39.tif","Clark County","KY","1964","Major soil series in soil association 6, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-40.tif","Clark County","KY","1964","Major soil series in soil association 7, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-41.tif","Clark County","KY","1964","Major soil series in soil association 8, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-42.tif","Clark County","KY","1964","Major soil series in soil association 9, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-43.tif","Clark County","KY","1964","Major soil series in soil association 10, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-44.tif","Clark County","KY","1964","Major soil series in soil association 11, their relationship to the landscape, and the parent rocks from which the soils formed (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-45.tif","Clark County","KY","1964","Geolgic cross section of Clark County, showing some of the principal soils and their relation to the rock formations (Soil Survey of Clark County, Kentucky; 1964)."
"KY-2012-01-27-46.tif","Clinton County","KY","May 1994","Pattern of soils and parent material in the Waynesboro-Nolin-Grigsby general soil map unit (Soil Survey of Clinton County, Kentucky; May 1994)."
"KY-2012-01-27-47.tif","Clinton County","KY","May 1994","Pattern of soils and parent material in the Garmon-Caneyville-Dewey general soil map unit (Soil Survey of Clinton County, Kentucky; May 1994)."
"KY-2012-01-27-48.tif","Clinton County","KY","May 1994","Pattern of soils and parent material in the Dewey-Mountview general soil map unit (Soil Survey of Clinton County, Kentucky; May 1994)."
"KY-2012-01-27-49.tif","Clinton County","KY","May 1994","Pattern of soils and parent material in the Rock Outcrop-Caneyville-Sequoia-Shelocta general soil map unit (Soil Survey of Clinton County, Kentucky; May 1994)."
"KY-2012-01-27-50.tif","Crittenden County","KY","September 1988","Relationship of soils to topography and underlying material in the Nicholson-Hammack-Crider map unit (Soil Survey of Crittenden County, Kentucky; September 1988)."
"KY-2012-01-27-51.tif","Crittenden County","KY","September 1988","Relationship of soils to topography and underlying material in the Baxter-Hammack-Nicholson map unit (Soil Survey of Crittenden County, Kentucky; September 1988)."
"KY-2012-01-27-52.tif","Crittenden County","KY","September 1988","Relationship of soils to topography and underlying material in the Zanesville-Loring-Frondorf map unit (Soil Survey of Crittenden County, Kentucky; September 1988)."
"KY-2012-01-27-53.tif","Crittenden County","KY","September 1988","Relationship of soils to topography and underlying material in the McGary-Belknap-Otwell map unit (Soil Survey of Crittenden County, Kentucky; September 1988)."
"KY-2012-01-27-54.tif","Crittenden County","KY","September 1988","Relationship of soils to topography and underlying material in the Belknap-Collins-Waverly map unit (Soil Survey of Crittenden County, Kentucky; September 1988)."
"KY-2012-01-27-55.tif","Crittenden County","KY","September 1988","Relationship of soils to topography and underlying material in the Huntington-Robinsonville-Nolin map unit (Soil Survey of Crittenden County, Kentucky; September 1988)."
"KY-2012-01-27-56.tif","Elliott County","KY","1965","Diagram of Muskingum-Ramsey-Wellston soil association, showing relationship of soil series to topography and parent material (Soil Survey of Elliott County, Kentucky; 1965)."
"KY-2012-01-27-57.tif","Elliott County","KY","1965","Diagram of Rock land-Monongahela-Pope association, showing relationship of soil series to topography and parent material (Soil Survey of Elliott County, Kentucky; 1965)."
"KY-2012-01-27-58.tif","Elliott County","KY","1965","Diagram of Muskingum-Montevallo-Ramsey association, showing relationship of soil series to topography and parent material (Soil Survey of Elliott County, Kentucky; 1965)."
"KY-2012-01-27-59.tif","Estill and Lee Counties","KY","August 1974","Pattern of soils and underlying material in the Fairmount-Shrouts-Allegheny association (Soil Survey of Estill and Lee Counties, Kentucky; August 1974)."
"KY-2012-01-27-60.tif","Estill and Lee Counties","KY","August 1974","Pattern of soils and underlying material in the Colyer-Shrouts-Allegheny association (Soil Survey of Estill and Lee Counties, Kentucky; August 1974)."
"KY-2012-01-27-61.tif","Estill and Lee Counties","KY","August 1974","Pattern of soils and underlying material in the Huntington-Newark-Morehead association (Soil Survey of Estill and Lee Counties, Kentucky; August 1974)."
